Category,Quote,Author
love,"Nobody is worthy to be loved. The fact that God loves man shows us that in the divine order of ideal things it is written that eternal love is to be given to what is eternally unworthy. Or if that phrase seems to be a bitter one to bear, let us say that everybody is worthy of love, except him who thinks he is.",Oscar Wilde
education,Nothing that is worth knowing can be taught.,Oscar Wilde
experience,Nothing that is worth knowing can be taught.,Oscar Wilde
knowledge,Nothing that is worth knowing can be taught.,Oscar Wilde
common-sense,"Nowadays most people die of a sort of creeping common sense, and discover when it is too late that the only things one never regrets are one's mistakes.",Oscar Wilde
mistakes,"Nowadays most people die of a sort of creeping common sense, and discover when it is too late that the only things one never regrets are one's mistakes.",Oscar Wilde
paradox,"Nowadays most people die of a sort of creeping common sense, and discover when it is too late that the only things one never regrets are one's mistakes.",Oscar Wilde
timidity,"Nowadays most people die of a sort of creeping common sense, and discover when it is too late that the only things one never regrets are one's mistakes.",Oscar Wilde
wisdom,"Nowadays most people die of a sort of creeping common sense, and discover when it is too late that the only things one never regrets are one's mistakes.",Oscar Wilde
angst,"Oh, brothers! I don't care for brothers. My elder brother won't die, and my younger brothers seem never to do anything else.",Oscar Wilde
brothers,"Oh, brothers! I don't care for brothers. My elder brother won't die, and my younger brothers seem never to do anything else.",Oscar Wilde
death,"Oh, brothers! I don't care for brothers. My elder brother won't die, and my younger brothers seem never to do anything else.",Oscar Wilde
friendship,"Oh, brothers! I don't care for brothers. My elder brother won't die, and my younger brothers seem never to do anything else.",Oscar Wilde
algernon,Oh! it is absurd to have a hard-and-fast rule about what one should read and what one shouldn't. More than half of modern culture depends on what one shouldn't read.,Oscar Wilde
humor,Oh! it is absurd to have a hard-and-fast rule about what one should read and what one shouldn't. More than half of modern culture depends on what one shouldn't read.,Oscar Wilde
literature,Oh! it is absurd to have a hard-and-fast rule about what one should read and what one shouldn't. More than half of modern culture depends on what one shouldn't read.,Oscar Wilde
reading,Oh! it is absurd to have a hard-and-fast rule about what one should read and what one shouldn't. More than half of modern culture depends on what one shouldn't read.,Oscar Wilde
humor,One should always be in love. That's the reason one should never marry.,Oscar Wilde
love,One should always be in love. That's the reason one should never marry.,Oscar Wilde
marriage,One should always be in love. That's the reason one should never marry.,Oscar Wilde
age,One should never trust a woman who tells one her real age. A woman who would tell one that would tell one anything.,Oscar Wilde
discretion,One should never trust a woman who tells one her real age. A woman who would tell one that would tell one anything.,Oscar Wilde
secret,One should never trust a woman who tells one her real age. A woman who would tell one that would tell one anything.,Oscar Wilde
trust,One should never trust a woman who tells one her real age. A woman who would tell one that would tell one anything.,Oscar Wilde
truth,One should never trust a woman who tells one her real age. A woman who would tell one that would tell one anything.,Oscar Wilde
woman,One should never trust a woman who tells one her real age. A woman who would tell one that would tell one anything.,Oscar Wilde
art,"Paradoxically though it may seem, it is none the less true that life imitates art far more than art imitates life.",Oscar Wilde
life,"Paradoxically though it may seem, it is none the less true that life imitates art far more than art imitates life.",Oscar Wilde
paradox,"Paradoxically though it may seem, it is none the less true that life imitates art far more than art imitates life.",Oscar Wilde
happiness,"Pleasure is the only thing one should live for, nothing ages like happiness.",Oscar Wilde
inspirational,"Pleasure is the only thing one should live for, nothing ages like happiness.",Oscar Wilde
pleasure,"Pleasure is the only thing one should live for, nothing ages like happiness.",Oscar Wilde
hedonism,Punctuality is the thief of time.,Oscar Wilde
time,Punctuality is the thief of time.,Oscar Wilde
punctuality,Punctuality is the thief of time.,Oscar Wilde
time,Punctuality is the thief of time.,Oscar Wilde
religion,Religions die when they are proved to be true. Science is the record of dead religions.,Oscar Wilde
science,Religions die when they are proved to be true. Science is the record of dead religions.,Oscar Wilde
fiction,Romantic literature is in effect imaginative lying.,Oscar Wilde
humor,Romantic literature is in effect imaginative lying.,Oscar Wilde
literature,Romantic literature is in effect imaginative lying.,Oscar Wilde
lying,Romantic literature is in effect imaginative lying.,Oscar Wilde
romance,Romantic literature is in effect imaginative lying.,Oscar Wilde
fashion,She wore far too much rouge last night and not quite enough clothes. That is always a sign of despair in a woman.,Oscar Wilde
humor,She wore far too much rouge last night and not quite enough clothes. That is always a sign of despair in a woman.,Oscar Wilde
inspirational,She wore far too much rouge last night and not quite enough clothes. That is always a sign of despair in a woman.,Oscar Wilde
truth,She wore far too much rouge last night and not quite enough clothes. That is always a sign of despair in a woman.,Oscar Wilde
despair,"Something was dead in each of us,and what was dead was hope.",Oscar Wilde
hope,"Something was dead in each of us,and what was dead was hope.",Oscar Wilde
bad,"That is the worst of women. They always want one to be good. And if we are good, when they meet us, they don't love us at all. They like to find us quite irretrievably bad, and to leave us quite unattractively good.",Oscar Wilde
good,"That is the worst of women. They always want one to be good. And if we are good, when they meet us, they don't love us at all. They like to find us quite irretrievably bad, and to leave us quite unattractively good.",Oscar Wilde
men,"That is the worst of women. They always want one to be good. And if we are good, when they meet us, they don't love us at all. They like to find us quite irretrievably bad, and to leave us quite unattractively good.",Oscar Wilde
relationships,"That is the worst of women. They always want one to be good. And if we are good, when they meet us, they don't love us at all. They like to find us quite irretrievably bad, and to leave us quite unattractively good.",Oscar Wilde
women,"That is the worst of women. They always want one to be good. And if we are good, when they meet us, they don't love us at all. They like to find us quite irretrievably bad, and to leave us quite unattractively good.",Oscar Wilde
emotions,"The advantage of the emotions is that they lead us astray, and the advantage of science is that it is not emotional.",Oscar Wilde
science,"The advantage of the emotions is that they lead us astray, and the advantage of science is that it is not emotional.",Oscar Wilde
life,The aim of life is self-development. To realize one's nature perfectly - that is what each of us is here for.,Oscar Wilde
books,The books that the world calls immoral are books that show the world its own shame.,Oscar Wilde
morality,The books that the world calls immoral are books that show the world its own shame.,Oscar Wilde
reading,The books that the world calls immoral are books that show the world its own shame.,Oscar Wilde
love,The curves of your lips rewrite history.,Oscar Wilde
romance,The curves of your lips rewrite history.,Oscar Wilde
english,The English novels are the only relaxation of the intellectually unemployed. But one should not be too severe on them. They show a want of knowledge that must be the result of years of study.,Oscar Wilde
humor,The English novels are the only relaxation of the intellectually unemployed. But one should not be too severe on them. They show a want of knowledge that must be the result of years of study.,Oscar Wilde
knowledge,The English novels are the only relaxation of the intellectually unemployed. But one should not be too severe on them. They show a want of knowledge that must be the result of years of study.,Oscar Wilde
novels,The English novels are the only relaxation of the intellectually unemployed. But one should not be too severe on them. They show a want of knowledge that must be the result of years of study.,Oscar Wilde
heartbreak,The heart was made to be broken.,Oscar Wilde
love,The heart was made to be broken.,Oscar Wilde
knowledge,The man who sees both sides of a question is a man who sees absolutely nothing.,Oscar Wilde
perspective,The man who sees both sides of a question is a man who sees absolutely nothing.,Oscar Wilde
affectations,The mimicry of passion is the most intolerable of all poses.,Oscar Wilde
algernon-charles-swinburne,The mimicry of passion is the most intolerable of all poses.,Oscar Wilde
literary-criticism,The mimicry of passion is the most intolerable of all poses.,Oscar Wilde
mimicry,The mimicry of passion is the most intolerable of all poses.,Oscar Wilde
passion,The mimicry of passion is the most intolerable of all poses.,Oscar Wilde
poetry,The mimicry of passion is the most intolerable of all poses.,Oscar Wilde
poseurs,The mimicry of passion is the most intolerable of all poses.,Oscar Wilde
pretension,The mimicry of passion is the most intolerable of all poses.,Oscar Wilde
history,The one duty we owe to history is to rewrite it.,Oscar Wilde
writing,The one duty we owe to history is to rewrite it.,Oscar Wilde
happiness,The only horrible thing in the world is ennui.,Oscar Wilde
humor,The only way a woman can ever reform a man is by boring him so completely that he loses all possible interest in life.,Oscar Wilde
men,The only way a woman can ever reform a man is by boring him so completely that he loses all possible interest in life.,Oscar Wilde
reform,The only way a woman can ever reform a man is by boring him so completely that he loses all possible interest in life.,Oscar Wilde
women,The only way a woman can ever reform a man is by boring him so completely that he loses all possible interest in life.,Oscar Wilde
algernon,"The only way to behave to a woman is to make love to her if she is pretty, and to someone else if she is plain.",Oscar Wilde
beauty,"The only way to behave to a woman is to make love to her if she is pretty, and to someone else if she is plain.",Oscar Wilde
humor,"The only way to behave to a woman is to make love to her if she is pretty, and to someone else if she is plain.",Oscar Wilde
making-love,"The only way to behave to a woman is to make love to her if she is pretty, and to someone else if she is plain.",Oscar Wilde
plainness,"The only way to behave to a woman is to make love to her if she is pretty, and to someone else if she is plain.",Oscar Wilde
women,"The only way to behave to a woman is to make love to her if she is pretty, and to someone else if she is plain.",Oscar Wilde
happiness,The proper basis for marriage is mutual misunderstanding. The happiness of a married man depends on the people he has not married. One should always be in love - that's the reason one should never marry.,Oscar Wilde
humor,The proper basis for marriage is mutual misunderstanding. The happiness of a married man depends on the people he has not married. One should always be in love - that's the reason one should never marry.,Oscar Wilde
love,The proper basis for marriage is mutual misunderstanding. The happiness of a married man depends on the people he has not married. One should always be in love - that's the reason one should never marry.,Oscar Wilde
marriage,The proper basis for marriage is mutual misunderstanding. The happiness of a married man depends on the people he has not married. One should always be in love - that's the reason one should never marry.,Oscar Wilde
curiosity,"The public have an insatiable curiosity to know everything, except what is worth knowing.",Oscar Wilde
epigram,"The public have an insatiable curiosity to know everything, except what is worth knowing.",Oscar Wilde
tabloid-journalism,"The public have an insatiable curiosity to know everything, except what is worth knowing.",Oscar Wilde
wisdom,"The public have an insatiable curiosity to know everything, except what is worth knowing.",Oscar Wilde
relationships,The reason we all like to think so well of others is that we are all afraid for ourselves. The basis of optimism is sheer terror.,Oscar Wilde
creative,"The true mystery of the world is the visible, not the invisible.",Oscar Wilde
life,"The true mystery of the world is the visible, not the invisible.",Oscar Wilde
mystery,"The true mystery of the world is the visible, not the invisible.",Oscar Wilde
writing,"The true mystery of the world is the visible, not the invisible.",Oscar Wilde
truth,The truth is rarely pure and never simple.,Oscar Wilde
love,The very essence of romance is uncertainty.,Oscar Wilde
romance,The very essence of romance is uncertainty.,Oscar Wilde
education,"The whole theory of modern education is radically unsound. Fortunately in England, at any rate, education produces no effect whatsoever. If it did, it would prove a serious danger to the upper classes, and probably lead to acts of violence in Grosvenor Square.",Oscar Wilde
reflect,"The whole theory of modern education is radically unsound. Fortunately in England, at any rate, education produces no effect whatsoever. If it did, it would prove a serious danger to the upper classes, and probably lead to acts of violence in Grosvenor Square.",Oscar Wilde
humor,The world is a stage and the play is badly cast.,Oscar Wilde
humor,"There are only two kinds of people who are really fascinating: people who know absolutely everything, and people who know absolutely nothing.",Oscar Wilde
books,"There is no such thing as a moral or an immoral book.Books are well written, or badly written. That is all.",Oscar Wilde
dramatist,"There is no such thing as a moral or an immoral book.Books are well written, or badly written. That is all.",Oscar Wilde
morality,"There is no such thing as a moral or an immoral book.Books are well written, or badly written. That is all.",Oscar Wilde
novelist,"There is no such thing as a moral or an immoral book.Books are well written, or badly written. That is all.",Oscar Wilde
poet,"There is no such thing as a moral or an immoral book.Books are well written, or badly written. That is all.",Oscar Wilde
humor,"There is only one thing in the world worse than being talked about, and that is not being talked about.",Oscar Wilde
money,Time is a waste of money.,Oscar Wilde
time,Time is a waste of money.,Oscar Wilde
education,To expect the unexpected shows a thoroughly modern intellect.,Oscar Wilde
life,"To live is the rarest thing in the world. Most people exist, that is all.",Oscar Wilde
love,To love oneself is the beginning of a lifelong romance.,Oscar Wilde
denial,To regret one’s own experiences is to arrest one’s own development. To deny one’s own experiences is to put a lie into the lips of one’s own life. It is no less than a denial of the soul.,Oscar Wilde
life,To regret one’s own experiences is to arrest one’s own development. To deny one’s own experiences is to put a lie into the lips of one’s own life. It is no less than a denial of the soul.,Oscar Wilde
soul,To regret one’s own experiences is to arrest one’s own development. To deny one’s own experiences is to put a lie into the lips of one’s own life. It is no less than a denial of the soul.,Oscar Wilde
spiritual-development,To regret one’s own experiences is to arrest one’s own development. To deny one’s own experiences is to put a lie into the lips of one’s own life. It is no less than a denial of the soul.,Oscar Wilde
truth,To regret one’s own experiences is to arrest one’s own development. To deny one’s own experiences is to put a lie into the lips of one’s own life. It is no less than a denial of the soul.,Oscar Wilde
religion,"Truth, in matters of religion, is simply the opinion that has survived.",Oscar Wilde
relationships,"Ultimately the bond of all companionship, whether in marriage or in friendship, is conversation, and conversation must have a common basis, and between two people of widely different culture the only common basis possible is the lowest level.",Oscar Wilde
inspirational,"We are all in the gutter, but some of us are looking at the stars.",Oscar Wilde
optimism,"We are all in the gutter, but some of us are looking at the stars.",Oscar Wilde
perception,"We are all in the gutter, but some of us are looking at the stars.",Oscar Wilde
pessimism,"We are all in the gutter, but some of us are looking at the stars.",Oscar Wilde
epigram,We live in an age when unnecessary things are our only necessities.,Oscar Wilde
paradox,We live in an age when unnecessary things are our only necessities.,Oscar Wilde
truth,We live in an age when unnecessary things are our only necessities.,Oscar Wilde
wisdom,We live in an age when unnecessary things are our only necessities.,Oscar Wilde
paradoxes,"Well, the way of paradoxes is the way of truth. To test reality we must see it on the tight rope. When the verities become acrobats, we can judge them.",Oscar Wilde
reality,"Well, the way of paradoxes is the way of truth. To test reality we must see it on the tight rope. When the verities become acrobats, we can judge them.",Oscar Wilde
truth,"Well, the way of paradoxes is the way of truth. To test reality we must see it on the tight rope. When the verities become acrobats, we can judge them.",Oscar Wilde
american,"What are American dry-goods? asked the duchess, raising her large hands in wonder and accentuating the verb.American novels, answered Lord Henry.",Oscar Wilde
bad-reviews,"What are American dry-goods? asked the duchess, raising her large hands in wonder and accentuating the verb.American novels, answered Lord Henry.",Oscar Wilde
books,"What are American dry-goods? asked the duchess, raising her large hands in wonder and accentuating the verb.American novels, answered Lord Henry.",Oscar Wilde
humor,"What are American dry-goods? asked the duchess, raising her large hands in wonder and accentuating the verb.American novels, answered Lord Henry.",Oscar Wilde
literary-criticism,"What are American dry-goods? asked the duchess, raising her large hands in wonder and accentuating the verb.American novels, answered Lord Henry.",Oscar Wilde
novels,"What are American dry-goods? asked the duchess, raising her large hands in wonder and accentuating the verb.American novels, answered Lord Henry.",Oscar Wilde
sarcasm,"What are American dry-goods? asked the duchess, raising her large hands in wonder and accentuating the verb.American novels, answered Lord Henry.",Oscar Wilde
inspirational,"What fire does not destroy, it hardens.",Oscar Wilde
spiritual-growth,"What fire does not destroy, it hardens.",Oscar Wilde
failure,What seems to us as bitter trials are often blessings in disguise.,Oscar Wilde
inspirational,What seems to us as bitter trials are often blessings in disguise.,Oscar Wilde
success,What seems to us as bitter trials are often blessings in disguise.,Oscar Wilde
love,When I like people immensely I never tell their names to anyone. It is like surrendering a part of them. I have grown to love secrecy.,Oscar Wilde
secrets,When I like people immensely I never tell their names to anyone. It is like surrendering a part of them. I have grown to love secrecy.,Oscar Wilde
bible,"When I think of all the harm [the Bible] has done, I despair of ever writing anything to equal it.",Oscar Wilde
book,"When I think of all the harm [the Bible] has done, I despair of ever writing anything to equal it.",Oscar Wilde
despair,"When I think of all the harm [the Bible] has done, I despair of ever writing anything to equal it.",Oscar Wilde
harm,"When I think of all the harm [the Bible] has done, I despair of ever writing anything to equal it.",Oscar Wilde
the-bible,"When I think of all the harm [the Bible] has done, I despair of ever writing anything to equal it.",Oscar Wilde
writing,"When I think of all the harm [the Bible] has done, I despair of ever writing anything to equal it.",Oscar Wilde
romance,"When one is in love, one always begins by deceiving one's self, and one always ends by deceiving others. That is what the world calls a romance.",Oscar Wilde
love,"Who, being loved, is poor?",Oscar Wilde
american-women,"Why can't these American women stay in their own country? They are always telling us that it is the paradise for women.It is. That is the reason why, like Eve, they are so excessively anxious to get out of it.",Oscar Wilde
escape,"Why can't these American women stay in their own country? They are always telling us that it is the paradise for women.It is. That is the reason why, like Eve, they are so excessively anxious to get out of it.",Oscar Wilde
eve,"Why can't these American women stay in their own country? They are always telling us that it is the paradise for women.It is. That is the reason why, like Eve, they are so excessively anxious to get out of it.",Oscar Wilde
humor,"Why can't these American women stay in their own country? They are always telling us that it is the paradise for women.It is. That is the reason why, like Eve, they are so excessively anxious to get out of it.",Oscar Wilde
paradise,"Why can't these American women stay in their own country? They are always telling us that it is the paradise for women.It is. That is the reason why, like Eve, they are so excessively anxious to get out of it.",Oscar Wilde
sarcasm,"Why can't these American women stay in their own country? They are always telling us that it is the paradise for women.It is. That is the reason why, like Eve, they are so excessively anxious to get out of it.",Oscar Wilde
women,"Why can't these American women stay in their own country? They are always telling us that it is the paradise for women.It is. That is the reason why, like Eve, they are so excessively anxious to get out of it.",Oscar Wilde
age,"With age comes wisdom, but sometimes age comes alone.",Oscar Wilde
wisdom,"With age comes wisdom, but sometimes age comes alone.",Oscar Wilde
books,With slouch and swing around the ringWe trod the Fools’ Parade!We did not care: we knew we wereThe Devils’ Own Brigade:And shaven head and feet of leadMake a merry masquerade.,Oscar Wilde
poetry,With slouch and swing around the ringWe trod the Fools’ Parade!We did not care: we knew we wereThe Devils’ Own Brigade:And shaven head and feet of leadMake a merry masquerade.,Oscar Wilde
humor,"Women have no appreciation of good looks-at least, good women have not.",Oscar Wilde
truth,"Women have no appreciation of good looks-at least, good women have not.",Oscar Wilde
oscar,Would you like to know the great drama of my life? It is that I have put my genius into my life...I have put only my talent into my works.,Oscar Wilde
wilde,Would you like to know the great drama of my life? It is that I have put my genius into my life...I have put only my talent into my works.,Oscar Wilde
writing,Would you like to know the great drama of my life? It is that I have put my genius into my life...I have put only my talent into my works.,Oscar Wilde
1897,Yet each man kills the thing he lovesBy each let this be heardSome do it with a bitter lookSome with a flattering wordThe coward does it with a kissThe brave man with a sword.,Oscar Wilde
betrayal,Yet each man kills the thing he lovesBy each let this be heardSome do it with a bitter lookSome with a flattering wordThe coward does it with a kissThe brave man with a sword.,Oscar Wilde
bravery,Yet each man kills the thing he lovesBy each let this be heardSome do it with a bitter lookSome with a flattering wordThe coward does it with a kissThe brave man with a sword.,Oscar Wilde
courage,Yet each man kills the thing he lovesBy each let this be heardSome do it with a bitter lookSome with a flattering wordThe coward does it with a kissThe brave man with a sword.,Oscar Wilde
love,Yet each man kills the thing he lovesBy each let this be heardSome do it with a bitter lookSome with a flattering wordThe coward does it with a kissThe brave man with a sword.,Oscar Wilde
remorse,Yet each man kills the thing he lovesBy each let this be heardSome do it with a bitter lookSome with a flattering wordThe coward does it with a kissThe brave man with a sword.,Oscar Wilde
classic-literature,"You are a wonderful creation. You know more than you think you know, just as you know less than you want to know.",Oscar Wilde
inspirational,"You are a wonderful creation. You know more than you think you know, just as you know less than you want to know.",Oscar Wilde
knowledge,"You are a wonderful creation. You know more than you think you know, just as you know less than you want to know.",Oscar Wilde
philosophy,"You are a wonderful creation. You know more than you think you know, just as you know less than you want to know.",Oscar Wilde
education,You can never be overdressed or overeducated.,Oscar Wilde
fashion,You can never be overdressed or overeducated.,Oscar Wilde
relationships,"You like every one; that is to say, you are indifferent to every one.",Oscar Wilde
humor,"Young people, nowadays, imagine that money is everything.Yes, murmured Lord Henry, settling his button-hole in his coat; and when they grow older they know it.",Oscar Wilde
imagine,"Young people, nowadays, imagine that money is everything.Yes, murmured Lord Henry, settling his button-hole in his coat; and when they grow older they know it.",Oscar Wilde
know,"Young people, nowadays, imagine that money is everything.Yes, murmured Lord Henry, settling his button-hole in his coat; and when they grow older they know it.",Oscar Wilde
money,"Young people, nowadays, imagine that money is everything.Yes, murmured Lord Henry, settling his button-hole in his coat; and when they grow older they know it.",Oscar Wilde
old,"Young people, nowadays, imagine that money is everything.Yes, murmured Lord Henry, settling his button-hole in his coat; and when they grow older they know it.",Oscar Wilde
sarcasm,"Young people, nowadays, imagine that money is everything.Yes, murmured Lord Henry, settling his button-hole in his coat; and when they grow older they know it.",Oscar Wilde
young,"Young people, nowadays, imagine that money is everything.Yes, murmured Lord Henry, settling his button-hole in his coat; and when they grow older they know it.",Oscar Wilde
books,"A book,a book fullof human touches,of shirts,a bookwithout loneliness, with menand tools,a bookis victory.",Pablo Neruda
poetry,"A book,a book fullof human touches,of shirts,a bookwithout loneliness, with menand tools,a bookis victory.",Pablo Neruda
abandonment,Absence is a house so vast that inside you will pass through its walls and hang pictures on the air.,Pablo Neruda
cancer,Absence is a house so vast that inside you will pass through its walls and hang pictures on the air.,Pablo Neruda
death,Absence is a house so vast that inside you will pass through its walls and hang pictures on the air.,Pablo Neruda
friendship,Absence is a house so vast that inside you will pass through its walls and hang pictures on the air.,Pablo Neruda
grief,Absence is a house so vast that inside you will pass through its walls and hang pictures on the air.,Pablo Neruda
loss,Absence is a house so vast that inside you will pass through its walls and hang pictures on the air.,Pablo Neruda
mourning,Absence is a house so vast that inside you will pass through its walls and hang pictures on the air.,Pablo Neruda
sadness,Absence is a house so vast that inside you will pass through its walls and hang pictures on the air.,Pablo Neruda
love,"And I, infinitesima­l being, drunk with the great starry void, likeness, image of mystery, I felt myself a pure part of the abyss, I wheeled with the stars, my heart broke loose on the wind.",Pablo Neruda
poetry,"And tell me everything, tell chain by chain, and link by link, and step by step; sharpen the knives you kept hidden away, thrust them into my breast, into my hands, like a torrent of sunbursts, an Amazon of buried jaguars, and leave me cry: hours, days and years, blind ages, stellar centuries.",Pablo Neruda
beauty,As if you were on fire from within.The moon lives in the lining of your skin.,Pablo Neruda
inner-beauty,As if you were on fire from within.The moon lives in the lining of your skin.,Pablo Neruda
love,As if you were on fire from within.The moon lives in the lining of your skin.,Pablo Neruda
passion,As if you were on fire from within.The moon lives in the lining of your skin.,Pablo Neruda
darkness,"By night, Love, tie your heart to mine, and the two together in their sleep will defeat the darkness.",Pablo Neruda
love,"By night, Love, tie your heart to mine, and the two together in their sleep will defeat the darkness.",Pablo Neruda
poetry,"By night, Love, tie your heart to mine, and the two together in their sleep will defeat the darkness.",Pablo Neruda
love,"Escóndeme en tus brazospor esta noche sola,mientras la lluvia rompecontra el mar y la tierrasu boca innumerable.",Pablo Neruda
poetry,"Escóndeme en tus brazospor esta noche sola,mientras la lluvia rompecontra el mar y la tierrasu boca innumerable.",Pablo Neruda
atmosphere,"Green was the silence, wet was the light,the month of June trembled like a butterfly.",Pablo Neruda
june,"Green was the silence, wet was the light,the month of June trembled like a butterfly.",Pablo Neruda
light,"Green was the silence, wet was the light,the month of June trembled like a butterfly.",Pablo Neruda
love-poetry,"Green was the silence, wet was the light,the month of June trembled like a butterfly.",Pablo Neruda
poetry,"Green was the silence, wet was the light,the month of June trembled like a butterfly.",Pablo Neruda
silence,"Green was the silence, wet was the light,the month of June trembled like a butterfly.",Pablo Neruda
summer,"Green was the silence, wet was the light,the month of June trembled like a butterfly.",Pablo Neruda
love,"I am no longer in love with her, that's certain, but maybe I love her. Love is so short, forgetting is so long.",Pablo Neruda
poetry,"I am no longer in love with her, that's certain, but maybe I love her. Love is so short, forgetting is so long.",Pablo Neruda
love,"I crave your mouth, your voice, your hair.Silent and starving, I prowl through the streets. Bread does not nourish me, dawn disrupts me, all day I hunt for the liquid measure of your steps.",Pablo Neruda
passion,"I crave your mouth, your voice, your hair.Silent and starving, I prowl through the streets. Bread does not nourish me, dawn disrupts me, all day I hunt for the liquid measure of your steps.",Pablo Neruda
poetry,"I crave your mouth, your voice, your hair.Silent and starving, I prowl through the streets. Bread does not nourish me, dawn disrupts me, all day I hunt for the liquid measure of your steps.",Pablo Neruda
sonnet-xi,"I crave your mouth, your voice, your hair.Silent and starving, I prowl through the streets. Bread does not nourish me, dawn disrupts me, all day I hunt for the liquid measure of your steps.",Pablo Neruda
poetry,"I don't want to go on being a root in the dark,vacillating, stretched out, shivering with sleep,downward, in the soaked guts of the earth,absorbing and thinking, eating each day.",Pablo Neruda
poem,"I grew up in this town, my poetry was born between the hill and the river, it took its voice from the rain, and like the timber, it steeped itself in the forests.",Pablo Neruda
poetry,"I grew up in this town, my poetry was born between the hill and the river, it took its voice from the rain, and like the timber, it steeped itself in the forests.",Pablo Neruda
poets,"I grew up in this town, my poetry was born between the hill and the river, it took its voice from the rain, and like the timber, it steeped itself in the forests.",Pablo Neruda
lust,I hunger for your sleek laugh and your hands the color of a furious harvest. I want to eat the sunbeams flaring in your beauty.,Pablo Neruda
poetry,I hunger for your sleek laugh and your hands the color of a furious harvest. I want to eat the sunbeams flaring in your beauty.,Pablo Neruda
poetry,"I like for you to be still: it is as though you are absentdistant and full of sorrow as though you had diedOne word then, one smile is enoughAnd I'm happy; happy that it's not true.",Pablo Neruda
poetry,"I love all things, not only the grand but the infinitely small: thimble, spurs, plates, flower vases.....",Pablo Neruda
love,"I love you as certain dark things are to be loved, in secret, between the shadow and the soul.",Pablo Neruda
poetry,"I love you as certain dark things are to be loved, in secret, between the shadow and the soul.",Pablo Neruda
desert,I shivered in thosesolitudeswhen I heardthe voiceofthe saltin the desert.,Pablo Neruda
poetry,I shivered in thosesolitudeswhen I heardthe voiceofthe saltin the desert.,Pablo Neruda
salt,I shivered in thosesolitudeswhen I heardthe voiceofthe saltin the desert.,Pablo Neruda
solitude,I shivered in thosesolitudeswhen I heardthe voiceofthe saltin the desert.,Pablo Neruda
love,I want to do with you what spring does with the cherry trees.,Pablo Neruda
poetry,"I want to see thirstIn the syllables,Tough fireIn the sound;Feel through the darkFor the scream.",Pablo Neruda
writing,"I want to see thirstIn the syllables,Tough fireIn the sound;Feel through the darkFor the scream.",Pablo Neruda
devotion,"In this part of the story I am the one whodies, the only one, and I will die of love because I love you,because I love you, Love, in fire and in blood.",Pablo Neruda
love,"In this part of the story I am the one whodies, the only one, and I will die of love because I love you,because I love you, Love, in fire and in blood.",Pablo Neruda
neruda,It was at that agethat poetry came in search of me.,Pablo Neruda
poetry,It was at that agethat poetry came in search of me.,Pablo Neruda
poetry,La heradera del dia destruida.(The heiress of the destroyed day.).,Pablo Neruda
poesia,Las lágrimas que no se lloranesperan en pequeños lagos?O serán ríos invisiblesque corren hacia la tristeza?,Pablo Neruda
poetry,Las lágrimas que no se lloranesperan en pequeños lagos?O serán ríos invisiblesque corren hacia la tristeza?,Pablo Neruda
sadness,Las lágrimas que no se lloranesperan en pequeños lagos?O serán ríos invisiblesque corren hacia la tristeza?,Pablo Neruda
tristeza,Las lágrimas que no se lloranesperan en pequeños lagos?O serán ríos invisiblesque corren hacia la tristeza?,Pablo Neruda
beautiful,Love is a clash of lightnings.,Pablo Neruda
love,Love is a clash of lightnings.,Pablo Neruda
poetry,Love is a clash of lightnings.,Pablo Neruda
spanish,Love is a clash of lightnings.,Pablo Neruda
true,Love is a clash of lightnings.,Pablo Neruda
love,"Love is so short, forgetting is so long.",Pablo Neruda
love,Love! Love until the night collapses!,Pablo Neruda
earth,"Our love was bornoutside the walls,in the wind,in the night,in the earth,and that's why the clay and the flower,the mud and the rootsknow your name.",Pablo Neruda
love,"Our love was bornoutside the walls,in the wind,in the night,in the earth,and that's why the clay and the flower,the mud and the rootsknow your name.",Pablo Neruda
nature,"Our love was bornoutside the walls,in the wind,in the night,in the earth,and that's why the clay and the flower,the mud and the rootsknow your name.",Pablo Neruda
pablo-neruda,"Our love was bornoutside the walls,in the wind,in the night,in the earth,and that's why the clay and the flower,the mud and the rootsknow your name.",Pablo Neruda
poetry,"Our love was bornoutside the walls,in the wind,in the night,in the earth,and that's why the clay and the flower,the mud and the rootsknow your name.",Pablo Neruda
poetry,Poetry is an act of peace. Peace goes into the making of a poet as flour goes into the making of bread.,Pablo Neruda
lovers,Quiero hacer contigo lo que la primavera hace con los cerezos.,Pablo Neruda
poetry,Quiero hacer contigo lo que la primavera hace con los cerezos.,Pablo Neruda
lemon,"So the freshness lives onin a lemon,in the sweet-smelling house of the rind,the proportions, arcane and acerb.",Pablo Neruda
poetry,"So the freshness lives onin a lemon,in the sweet-smelling house of the rind,the proportions, arcane and acerb.",Pablo Neruda
pablo-neruda,"Soy el desesperado, la palabra sin ecos, el que lo perdiò todo, y el que todo lo tuvo.",Pablo Neruda
poesía,"Soy el desesperado, la palabra sin ecos, el que lo perdiò todo, y el que todo lo tuvo.",Pablo Neruda
poetry,"Soy el desesperado, la palabra sin ecos, el que lo perdiò todo, y el que todo lo tuvo.",Pablo Neruda
eyes,"Then love knew it was called love. And when I lifted my eyes to your name, suddenly your heart showed me my way.",Pablo Neruda
heart,"Then love knew it was called love. And when I lifted my eyes to your name, suddenly your heart showed me my way.",Pablo Neruda
